Customer ID,Probabilidad_Recompra,Average_Order_Value,Expected_Revenue,Segmento_CRM
15067,0.7477383330827629,988.7233333333334,739.3063371466997,Alta Probabilidad
12472,0.8678086464587025,848.4013333333334,736.2500127337585,Alta Probabilidad
13658,0.852159522038027,863.926,736.2027672362245,Alta Probabilidad
16182,0.8752494564126817,838.7142857142857,734.0842226569791,Alta Probabilidad
17139,0.9159100059280965,801.2876470588235,733.9073735677575,Alta Probabilidad
18079,0.6654426316698263,1101.805,733.188018786973,Dudoso (Incentivar)
18087,0.8433383040655276,869.295,733.1097710326427,Alta Probabilidad
12754,0.7289142902966186,1003.5799999999999,731.5238034558804,Alta Probabilidad
17829,0.7685735664808514,951.348,731.180925324425,Alta Probabilidad
16333,0.8895687102954145,817.95,727.6227265861344,Alta Probabilidad
14154,0.8962331353332627,807.5875,723.7866771809512,Alta Probabilidad
12949,0.9027308661784964,800.5988235294118,722.7252694261911,Alta Probabilidad
15481,0.36118886445289095,1993.34,719.9722110685256,Riesgo de Fuga
14146,0.9021571319705023,795.8922222222222,718.0198445576297,Alta Probabilidad
12656,0.8887067357747765,803.2520000000001,713.8554629245609,Alta Probabilidad
17589,0.9018412274259132,790.324375,712.7471044146178,Alta Probabilidad
13014,0.8782330935575431,810.7075,711.9901556953018,Alta Probabilidad
17722,0.8898266682877438,799.265,711.2073120290036,Alta Probabilidad
12354,0.6586091366066038,1079.4,710.9027020531682,Dudoso (Incentivar)
16126,0.9041654329340474,784.6792307692308,709.4798364028169,Alta Probabilidad
13735,0.9039066149217087,781.438,706.3469773511902,Alta Probabilidad
13205,0.25181268503933507,2803.2,705.881318702264,Riesgo de Fuga
17416,0.9156311964262024,769.6133333333333,704.6819771855577,Alta Probabilidad
15823,0.5432644926670891,1294.0566666666666,703.015038499131,Dudoso (Incentivar)
14226,0.8542245976151992,820.7800000000001,701.1304652306032,Alta Probabilidad
17716,0.892459102442255,783.5066666666667,699.2476564908565,Alta Probabilidad
14676,0.9033305050811675,773.0077777777777,698.2815063316708,Alta Probabilidad
17409,0.8944085682978811,779.351,697.0582121115219,Alta Probabilidad
12876,0.8072329348717485,863.4000000000001,696.9649159682677,Alta Probabilidad
13815,0.7745431702596732,892.0780000000001,690.9529222389089,Alta Probabilidad
12385,0.35546074043846876,1938.4,689.0250992659279,Riesgo de Fuga
15939,0.907955930615222,757.773,688.0244894100886,Alta Probabilidad
14442,0.8885953729413429,766.7171428571428,681.3013054976637,Alta Probabilidad
13362,0.8743108924104908,776.972,679.3150826979638,Alta Probabilidad
15769,0.9035965597900425,751.3513757575759,678.918518328061,Alta Probabilidad
12455,0.8809571518294849,768.0557142857143,676.6241745035035,Alta Probabilidad
13001,0.9186919055933682,735.6393333333333,675.825900969435,Alta Probabilidad
12980,0.8955133819089726,754.2031578947368,675.3990205727426,Alta Probabilidad
14842,0.7999509880540059,844.24,675.350622154714,Alta Probabilidad
14828,0.8893530876543341,756.8815384615385,673.1349332193319,Alta Probabilidad
15791,0.8328842057371656,804.7225,670.2406602513262,Alta Probabilidad
15665,0.8301765469331196,805.32,668.5577767761799,Alta Probabilidad
14101,0.8983095028089767,740.4118181818181,665.1189722647995,Alta Probabilidad
18092,0.9042362161487105,735.3928571428571,664.9688545256463,Alta Probabilidad
17204,0.8947665359109462,741.47,663.4425433818893,Alta Probabilidad
13178,0.8996068407373118,736.8613333333334,662.8854961414833,Alta Probabilidad
14245,0.7811664017209312,846.725,661.4331214971555,Alta Probabilidad
16767,0.9024833442142814,732.1742857142857,660.7750979191313,Alta Probabilidad
12621,0.9180593925179623,719.0939999999999,660.1710008033116,Alta Probabilidad
15673,0.8919935454197281,739.1614285714286,659.3272233089397,Alta Probabilidad
15950,0.7934805815832492,829.2885714285715,658.0243779574847,Alta Probabilidad
17428,0.9177888928396214,716.6243333333333,657.7098534719318,Alta Probabilidad
15202,0.32805327196001427,2000.4966666666667,656.269477045102,Riesgo de Fuga
12377,0.7587185876195977,856.58,649.9031677831949,Alta Probabilidad
16283,0.8499688923523167,764.33,649.6567234916462,Alta Probabilidad
12480,0.860001031077088,754.0980000000001,648.52505753317,Alta Probabilidad
12769,0.5668256594659573,1143.6,648.2218241652687,Dudoso (Incentivar)
13501,0.6732649214152049,961.7033333333334,647.4811191414072,Dudoso (Incentivar)
12749,0.8822941539290083,733.116,646.8239609518189,Alta Probabilidad
17876,0.5663587618087094,1141.34,646.4079092027523,Dudoso (Incentivar)
12757,0.8697567679647534,740.9050000000001,644.4071381689257,Alta Probabilidad
13523,0.8737515227690367,734.7325,641.9736407029012,Alta Probabilidad
15808,0.7824639911352376,818.1071428571429,640.1393801762459,Alta Probabilidad
17677,0.9012499098603645,708.4170114285715,638.4607676935489,Alta Probabilidad
13198,0.8717458463524373,732.148,638.2469779152443,Alta Probabilidad
15856,0.9177717478922929,695.4093939393939,638.2270949764776,Alta Probabilidad
13869,0.8846991791841059,720.7088888888889,637.6105624306889,Alta Probabilidad
16258,0.9019653737872015,706.4972727272727,637.236076675093,Alta Probabilidad
13615,0.8108338231395316,784.06625,635.7474350821757,Alta Probabilidad
12957,0.8927525164446944,711.6355555555556,635.3144330137404,Alta Probabilidad
14961,0.9109643104763055,696.9516666666667,634.898094460312,Alta Probabilidad
13381,0.8976767051885532,707.05125,634.703436499448,Alta Probabilidad
14564,0.4867652075241506,1302.81,634.1625800145385,Dudoso (Incentivar)
12681,0.918537029424602,688.7387611111112,632.6320556805807,Alta Probabilidad
13629,0.8963599869366392,705.5416666666666,632.419319116588,Alta Probabilidad
14175,0.7937240650940667,796.5266666666666,632.2223838224933,Alta Probabilidad
12643,0.8929498279307287,708.0111111111112,632.2183998397107,Alta Probabilidad
14921,0.6995563058725583,903.01,631.7063397659789,Dudoso (Incentivar)
15704,0.8547708691978574,737.09,630.0430599770488,Alta Probabilidad
17937,0.7572948053050907,831.87,629.9708296891458,Alta Probabilidad
17669,0.8668922570580003,724.4383333333334,628.0099818826694,Alta Probabilidad
14329,0.8883197361246303,703.798,625.1976536450426,Alta Probabilidad
14031,0.9074440814200919,688.7387611111112,624.9919124148845,Alta Probabilidad
12764,0.367652174182897,1693.88,622.7586648049256,Riesgo de Fuga
12429,0.8938742227645949,695.5816666666666,621.7625216609681,Alta Probabilidad
12524,0.9153885394661222,676.6978571428572,619.4414631098547,Alta Probabilidad
13488,0.9178450221373137,673.005,617.7142891235228,Alta Probabilidad
15379,0.9104205379510837,678.1485714285715,617.4003872107589,Alta Probabilidad
16191,0.89454257805127,690.1568421052632,617.3746807965655,Alta Probabilidad
18055,0.9135267764819609,674.383,616.0669281042343,Alta Probabilidad
12468,0.8383012363282681,734.1479999999999,615.4371760479253,Alta Probabilidad
12540,0.9185996562216886,667.685652173913,613.3358105511104,Alta Probabilidad
17597,0.8797669428758317,696.818,613.0374416008513,Alta Probabilidad
12359,0.9080272043524393,673.2322222222223,611.3131726244246,Alta Probabilidad
16019,0.91162448923059,668.0175,608.9811122345957,Alta Probabilidad
12901,0.905950926842271,671.8166666666667,608.6329318347517,Alta Probabilidad
15333,0.5902891671940506,1028.56,607.1478258091126,Dudoso (Incentivar)
16938,0.7983133623512115,758.5466666666666,605.5579399669703,Alta Probabilidad
14875,0.68547291121407,879.54,602.9008443292231,Dudoso (Incentivar)
12967,0.6104521941435331,979.5066666666667,597.941993844885,Dudoso (Incentivar)
13357,0.7804337381094,761.102,593.9896789425405,Alta Probabilidad
16698,0.5926476191290488,999.0,592.0549715099198,Dudoso (Incentivar)
17338,0.9167711766845666,644.0457142857142,590.4425473243664,Alta Probabilidad
16308,0.8365964979620429,704.0,588.9639345652782,Alta Probabilidad
17088,0.578714637651081,1015.83,587.8756903650976,Dudoso (Incentivar)
15480,0.4371746302848815,1343.375,587.2894689589527,Dudoso (Incentivar)
16940,0.8496789125297308,689.2433333333333,585.6355259350335,Alta Probabilidad
17272,0.8302802110428875,704.72,585.1150703261437,Alta Probabilidad
15513,0.9178589236364385,633.8675000000001,581.8009412781203,Alta Probabilidad
16341,0.867859402363328,669.1425,580.7216101459032,Alta Probabilidad
15978,0.5324002023793029,1090.32,580.4865886582014,Dudoso (Incentivar)
15265,0.6819759205900768,850.5866666666667,580.0796250416448,Dudoso (Incentivar)
13451,0.9029640640852087,642.3644444444444,580.0320093793928,Alta Probabilidad
13107,0.8069391485700926,714.715,576.7315135702738,Alta Probabilidad
15498,0.9186529885032202,626.6436666666667,575.6680771099491,Alta Probabilidad
16626,0.8252950739824454,695.9399999999999,574.355853787343,Alta Probabilidad
15281,0.9169935393291129,626.0638461538462,574.0965021306126,Alta Probabilidad
13707,0.851801984071624,673.172,573.4092452214633,Alta Probabilidad
14766,0.9048936998962791,633.57125,573.3146325604104,Alta Probabilidad
14257,0.8819079012350681,647.5533333333334,571.0824011377725,Alta Probabilidad
14038,0.7694371015867303,741.94,570.8761631512588,Alta Probabilidad
16327,0.9068967215040974,629.215,570.6330206212007,Alta Probabilidad
13122,0.6308418113310266,903.67,570.0728196455087,Dudoso (Incentivar)
14655,0.8257336611529263,689.21,569.1038966032083,Alta Probabilidad
16684,0.9160985717814476,619.8648850000001,567.8573358459713,Alta Probabilidad
14544,0.5577853613839957,1018.0,567.8254978889076,Dudoso (Incentivar)
12567,0.9129642011826504,620.290909090909,566.3033943190418,Alta Probabilidad
13771,0.8692680523682791,651.3171428571429,566.1691842455008,Alta Probabilidad
15332,0.6931446505461574,815.4466666666667,565.2224948056955,Dudoso (Incentivar)
17828,0.6770306062547042,833.16,564.0748199071694,Dudoso (Incentivar)
13339,0.6550122851807207,860.12,563.3891667296415,Dudoso (Incentivar)
15727,0.9072222232901803,620.3016666666666,562.7514571439376,Alta Probabilidad
17337,0.8655495612989752,649.37,562.0619186207156,Alta Probabilidad
16244,0.7366888049194747,761.375,560.8964388455651,Alta Probabilidad
16709,0.9081957243098143,616.2099999999999,559.6392872769507,Alta Probabilidad
13174,0.8445741514090945,662.4181818181819,559.4612737870463,Alta Probabilidad
15903,0.8784748507045628,636.3885714285715,559.0513552758043,Alta Probabilidad
13157,0.8804183655300264,634.8685714285714,558.9499499835256,Alta Probabilidad
13209,0.8974602207393003,622.5425,558.7071294695959,Alta Probabilidad
16584,0.788292783172235,708.0075,558.1172026818161,Alta Probabilidad
12916,0.8820033097170382,631.0600000000001,556.5970086300342,Alta Probabilidad
14844,0.8855677584006301,626.7385714285714,555.0194718032132,Alta Probabilidad
16609,0.8370432607565377,662.5400000000001,554.5746419816365,Alta Probabilidad
13055,0.7632620070317063,725.78,553.9602994634718,Alta Probabilidad
18287,0.8887919774984656,622.198,553.0045908155903,Alta Probabilidad
13758,0.9145857075260025,604.5461538461539,552.9092718475082,Alta Probabilidad
14292,0.9058276360347361,608.8366666666666,551.5010784979353,Alta Probabilidad
17389,0.9113806227393841,604.7462292682927,551.153995029831,Alta Probabilidad
17160,0.9073040843887273,607.4,551.096500857713,Alta Probabilidad
15179,0.8983834504903312,612.7354545454546,550.471391892307,Alta Probabilidad
13734,0.3283789158721097,1673.9225000000001,549.6808558039316,Riesgo de Fuga
13692,0.8790260051856281,624.415,548.8770230279839,Alta Probabilidad
17865,0.9076981169655625,604.470606060606,548.6768308822443,Alta Probabilidad
13448,0.9089908843105651,603.1363636363636,548.2454565416767,Alta Probabilidad
12759,0.8361080565003081,655.6833333333333,548.222117512977,Alta Probabilidad
17593,0.7935477106645666,690.1942857142857,547.7020953423372,Alta Probabilidad
15034,0.9126840924383417,599.7654545454545,547.3963895576876,Alta Probabilidad
18133,0.5862376141189383,931.4999999999999,546.0803375517909,Dudoso (Incentivar)
14639,0.8438682484868896,645.92,545.0713790626517,Alta Probabilidad
16779,0.9008350293294564,604.7462292682927,544.7765871797806,Alta Probabilidad
12517,0.7258782475303471,749.7,544.1909221735012,Alta Probabilidad
16772,0.44039983734515575,1232.6833333333332,542.8735394980844,Dudoso (Incentivar)
12531,0.3001634732414736,1807.98,542.6895563511194,Riesgo de Fuga
15093,0.9082383523798168,595.3352380952381,540.706295761265,Alta Probabilidad
15826,0.6498274593729082,831.985,540.646698786369,Dudoso (Incentivar)
16003,0.7980870140608173,676.5766666666667,539.9670516832209,Alta Probabilidad
15370,0.8704748197899066,620.225,539.8902451041948,Alta Probabilidad
16303,0.7928047907810425,678.964,538.2859119678598,Alta Probabilidad
12857,0.8755155668123521,614.6666666666666,538.1502350673258,Alta Probabilidad
15676,0.5983096895533946,897.8,537.1624392810377,Dudoso (Incentivar)
14866,0.6651242908242312,807.54,537.1144698121997,Dudoso (Incentivar)
16951,0.5095914141432176,1053.79,537.0023363099813,Dudoso (Incentivar)
15023,0.913858798053868,587.2015384615385,536.6192921538437,Alta Probabilidad
14756,0.5603206893248918,957.4,536.4510279596514,Dudoso (Incentivar)
13654,0.8968287685913559,596.68875,535.1276368948154,Alta Probabilidad
13162,0.9013164084144603,592.8426666666667,534.338823074851,Alta Probabilidad
12886,0.6893645906631732,775.0,534.2575577639593,Dudoso (Incentivar)
15057,0.8196265915812418,651.192,533.7342794249721,Alta Probabilidad
15146,0.6356048672626382,834.22,530.2342923678381,Dudoso (Incentivar)
12798,0.34566534038378316,1533.8899999999999,530.2126089612811,Riesgo de Fuga
17706,0.9183410198459366,576.7857894736842,529.6860501379068,Alta Probabilidad
13555,0.9127726626574397,580.2736363636363,529.6579121335512,Alta Probabilidad
17735,0.9185753237944425,576.5570588235294,529.611086994795,Alta Probabilidad
13953,0.8680140875874385,609.375,528.9460846235953,Alta Probabilidad
12349,0.5929229389536153,890.38,527.9267263855199,Dudoso (Incentivar)
12637,0.901686148013874,583.5075,526.1406300122056,Alta Probabilidad
13253,0.6582461989288978,799.0633333333334,525.9804018701216,Dudoso (Incentivar)
13115,0.9019998938632641,582.6385714285715,525.5399295892153,Alta Probabilidad
14700,0.8675993785119969,605.515,525.3444376796917,Alta Probabilidad
17672,0.8328316161505127,629.7166666666667,524.4479492169137,Alta Probabilidad
14505,0.913165435839365,573.719375,523.9007031213631,Alta Probabilidad
15764,0.8954601419828672,583.5260000000001,522.5242748106946,Alta Probabilidad
12476,0.9134437148972285,571.3288235294118,521.8767229925691,Alta Probabilidad
17082,0.7720011389659842,673.024,519.5752945514425,Alta Probabilidad
14415,0.917600759263788,566.0213333333334,519.3816052261683,Alta Probabilidad
14903,0.8649094758925082,598.9766666666667,518.0605948385083,Alta Probabilidad
13151,0.6289426771202848,821.7366666666667,516.8252590212325,Dudoso (Incentivar)
18094,0.9009163498267696,572.38,515.6665003138464,Alta Probabilidad
12671,0.19629085291747947,2622.481,514.7690322498845,Riesgo de Fuga
12456,0.5474310233332748,940.1700000000001,514.678225207245,Dudoso (Incentivar)
12347,0.844640357427633,608.74,514.1663711804973,Alta Probabilidad
12615,0.5959344767030741,862.4475,513.9621995963745,Dudoso (Incentivar)
16358,0.7580830382708059,677.1500000000001,513.3359293650763,Alta Probabilidad
13722,0.8663114438571491,590.43375,511.499514464491,Alta Probabilidad
17511,0.9074437276350846,563.5135318181818,511.3568198859028,Alta Probabilidad
14045,0.7238385650598487,705.242,510.48135729993777,Alta Probabilidad
12370,0.8557429934994303,596.2133333333334,510.20538263094033,Alta Probabilidad
18178,0.9075385256351538,561.287,509.3895764381786,Alta Probabilidad
16644,0.7050947147706838,722.41,509.3674728974896,Alta Probabilidad
13562,0.838921951688144,607.02,509.24240311373717,Alta Probabilidad
17702,0.8679276960947059,586.49,509.0309144825841,Alta Probabilidad
12727,0.9044074027457556,562.4037500000001,508.6421148319733,Alta Probabilidad
14817,0.8990267290659686,565.6942857142857,508.57428333702376,Alta Probabilidad
13520,0.9019548758658299,563.7366666666667,508.46503520435004,Alta Probabilidad
14855,0.4304831504688442,1174.9299999999998,505.7875679803591,Dudoso (Incentivar)
12867,0.9108456221359287,554.931,505.4564719375131,Alta Probabilidad
12840,0.8725964443860471,578.634,504.913971000876,Alta Probabilidad
12583,0.9174460608027644,550.1523529411764,504.73510904725447,Alta Probabilidad
13941,0.8594566746059495,586.0983333333334,503.72612455875606,Alta Probabilidad
12710,0.7000943838704078,718.96,503.3398582274684,Alta Probabilidad
14934,0.8239540752066222,610.35,502.9003698023619,Alta Probabilidad
17977,0.4107529620836405,1223.31,502.4782060465382,Dudoso (Incentivar)
15299,0.8597937094850778,583.5042857142856,501.69331431472636,Alta Probabilidad
14134,0.6764088123028456,741.5566666666667,501.59546415525716,Dudoso (Incentivar)
13935,0.24588883695523264,2038.9733333333334,501.3607815160672,Riesgo de Fuga
17138,0.793642658172497,631.0385714285715,500.8191292379466,Alta Probabilidad
16656,0.891793998948294,560.2309523809524,499.61060135842087,Alta Probabilidad
13329,0.8059987480597469,617.71,497.8734866639863,Alta Probabilidad
15416,0.8691410219696125,572.586,497.65798120549255,Alta Probabilidad
14535,0.8768795400812701,567.3228571428572,497.4738060490207,Alta Probabilidad
13297,0.6531398248698176,759.59,496.11847957286477,Dudoso (Incentivar)
14913,0.8580726394789415,576.9216666666667,495.0406972892568,Alta Probabilidad
13365,0.706522265355266,700.6,494.98949910789935,Alta Probabilidad
15249,0.9128953569606673,541.891,494.68977787877293,Alta Probabilidad
18223,0.9132865510490525,540.7257894736842,493.8375913316972,Alta Probabilidad
12613,0.8996508986404361,548.39,493.3595563054288,Alta Probabilidad
12358,0.5433538168679117,906.3366666666667,492.46148720067356,Dudoso (Incentivar)
12520,0.8686040642211399,565.8533333333334,491.5025050864128,Alta Probabilidad
16984,0.5822256637543864,841.5728571428572,489.98531534767545,Dudoso (Incentivar)
